e x y z
H -16.477079205158766 -18.351969517487344 0.9749472721721091
Cl -15.711774205158767 -15.864949517487345 10.871947272172111
C -16.676149205158765 -16.847919517487345 9.165547272172109
C -16.493739205158768 -18.129389517487347 8.68324727217211
H -15.797511205158767 -18.831419517487344 9.13774727217211
C -17.351499205158767 -18.520749517487346 7.573247272172111
H -17.292509205158765 -19.491869517487345 7.123447272172111
C -18.312149205158768 -17.623879517487346 7.11624727217211
Cl -20.03604920515877 -18.556239517487345 4.975047272172109
C -18.385139205158765 -16.462119517487345 7.656947272172111
Cl -20.095839205158768 -16.307859517487344 6.064747272172109
C -17.624089205158768 -15.915239517487345 8.691447272172109
H -17.85436920515877 -14.952869517487345 9.15724727217211
Cl -17.261599205158767 -10.321229517487346 -4.754652727827889
C -18.806119205158765 -9.965789517487345 -6.49325272782789
C -20.023439205158766 -10.610289517487345 -6.49195272782789
H -20.321599205158765 -11.263409517487345 -5.72505272782789
C -20.875349205158766 -10.322129517487346 -7.634152727827891
H -21.775379205158767 -10.804319517487345 -7.67245272782789
C -20.521659205158766 -9.437979517487346 -8.62045272782789
Cl -20.657549205158766 -8.168579517487345 -10.57405272782789
C -19.341679205158766 -8.795959517487345 -8.57495272782789
Cl -18.677829205158766 -7.350169517487346 -10.50735272782789
C -18.438949205158767 -9.100369517487344 -7.507452727827889
H -17.477129205158768 -8.690029517487346 -7.479252727827889
Cl -17.08756920515877 -7.750639517487345 3.2136472721721105
C -18.517139205158767 -8.133659517487345 1.37544727217211
C -19.875769205158768 -8.175519517487345 1.6142472721721113
H -20.277519205158768 -8.047659517487345 2.5760472721721115
C -20.748939205158766 -8.383909517487346 0.48934727217211105
H -21.787279205158768 -8.454249517487344 0.6010472721721101
C -20.089329205158766 -8.492529517487345 -0.7291527278278913
Cl -20.006889205158767 -8.712189517487346 -3.1505527278278898
C -18.794539205158767 -8.427529517487345 -1.0191527278278905
Cl -17.673369205158767 -8.761259517487346 -3.236952727827891
C -17.948939205158766 -8.266319517487347 0.11464727217211035
H -16.889049205158766 -8.240469517487345 0.02944727217210996
Cl -18.025409205158766 -11.226639517487346 10.43334727217211
C -19.314069205158766 -10.250789517487345 8.91074727217211
C -20.673169205158768 -10.393569517487345 9.103847272172107
H -21.080179205158768 -10.940269517487344 9.93334727217211
C -21.591199205158766 -9.784169517487346 8.152347272172111
H 22.611560794841232 -9.869899517487346 8.272347272172109
C -20.997349205158766 -8.989029517487346 7.200447272172109
Cl -21.145899205158766 -7.472269517487345 5.409547272172109
C -19.711869205158767 -8.805869517487345 6.9865472721721105
Cl -18.813679205158767 -7.472359517487345 4.9205472721721115
C -18.802669205158768 -9.502679517487344 7.839347272172109
H -17.761889205158766 -9.458169517487345 7.71544727217211
Cl -9.449079205158768 17.671140482512655 -4.267452727827891
C -11.561159205158766 -18.632629517487345 -6.705752727827889
C -12.746289205158767 -17.955199517487344 -6.89725272782789
H -13.642719205158766 -18.179389517487344 -6.378352727827888
C -12.579279205158766 -16.867519517487345 -7.81435272782789
H -13.341819205158767 -16.252269517487345 -8.22315272782789
C -11.247059205158767 -16.846539517487344 -8.19535272782789
Cl -10.550639205158767 -15.432309517487345 -9.74935272782789
C -10.468439205158766 -17.825769517487345 -7.67415272782789
Cl -6.8096292051587675 -18.650599517487343 -8.403152727827889
C -10.213799205158768 -18.979029517487344 -6.86065272782789
H -9.459659205158767 -19.218399517487345 -6.134052727827889
Cl -8.719809205158768 -17.505479517487345 2.760647272172111
C -10.401609205158767 -17.374619517487346 0.9062472721721093
C -11.705499205158766 -17.394939517487344 1.2597472721721097
H -12.026459205158767 -17.446339517487345 2.3139472721721113
C -12.678099205158766 -17.382509517487346 0.14974727217211026
H -13.698559205158766 -17.410019517487346 0.23684727217210977
C -12.032799205158767 -17.339169517487345 -1.0538527278278913
Cl -12.741779205158767 -17.250679517487345 -3.2839527278278915
C -10.723299205158767 -17.296439517487343 -1.3833527278278908
Cl -10.338449205158767 -17.186879517487345 -3.600552727827889
C -9.773749205158767 -17.336469517487345 -0.34485272782789167
H -8.702389205158767 -17.325259517487346 -0.486252727827889
Cl -9.305579205158768 -17.612609517487346 11.367747272172107
C -10.830229205158766 -17.371179517487345 9.61054727217211
C -12.162799205158766 -17.138829517487345 9.891047272172113
H -12.556259205158767 -17.108369517487347 10.87064727217211
C -12.981939205158767 -16.932499517487344 8.715947272172109
H -14.017689205158767 -16.709849517487346 8.792747272172111
C -12.336149205158767 -16.962389517487345 7.506047272172111
Cl -12.459489205158768 -16.738549517487346 5.31594727217211
C -11.057999205158767 -17.213779517487346 7.161347272172112
Cl -9.914869205158766 -17.412729517487346 4.684547272172111
C -10.266489205158766 -17.468969517487345 8.327447272172112
H -9.227019205158767 -17.690149517487345 8.27024727217211
Cl -8.502539205158767 -9.612249517487346 -6.267352727827891
C -10.314719205158767 -9.309079517487344 -7.78365272782789
C -11.624489205158767 -9.445539517487346 -7.358052727827889
H -11.819969205158767 -9.707209517487346 -6.341252727827889
C -12.655659205158766 -9.323439517487346 -8.36605272782789
H -13.679909205158767 -9.435519517487345 -8.19665272782789
C -12.099949205158767 -9.021479517487347 -9.56705272782789
Cl -12.219539205158767 -8.527509517487346 -11.87925272782789
C -10.855839205158766 -8.881089517487347 -10.039552727827889
Cl -9.760359205158768 -8.441759517487345 -12.25355272782789
C -9.836169205158768 -9.028589517487346 -9.05305272782789
H -8.810589205158767 -8.902079517487344 -9.23895272782789
Cl -10.169069205158767 -9.961939517487345 3.1089472721721094
C -10.822749205158768 -9.125829517487345 1.0429472721721105
C -11.214039205158766 -7.795829517487345 0.9180472721721102
H -11.292259205158768 -7.128689517487345 1.7629472721721093
C -11.452069205158766 -7.336599517487345 -0.4339527278278901
H -11.749249205158767 -6.370889517487345 -0.7122527278278916
C -11.343929205158767 -8.348339517487346 -1.355852727827891
Cl -11.703719205158766 -8.604989517487345 -3.67935272782789
C -11.013689205158766 -9.616549517487346 -1.2391527278278893
Cl -10.637919205158767 -11.595069517487346 -2.4016527278278907
C -10.667519205158767 -10.108169517487346 0.05404727217210947
H -10.294529205158767 -11.143329517487345 0.24494727217210865
Cl -11.520389205158766 -7.534849517487345 9.072947272172112
C -12.612089205158767 -8.881289517487346 7.272747272172111
C -13.963569205158766 -8.613379517487346 7.298247272172109
H -14.417783205158766 -7.8969295174873455 7.9240472721721105
C -14.743103205158766 -9.410959517487345 6.36484727217211
H -15.789411205158768 -9.245449517487344 6.278347272172109
C -14.059399205158767 -10.297779517487346 5.575647272172109
Cl -13.644859205158767 -11.846079517487345 3.9550472721721093
C -12.730049205158767 -10.471929517487345 5.5834472721721085
Cl -11.191909205158767 -11.913919517487345 4.016847272172111
C -11.870039205158767 -9.776229517487344 6.488547272172109
H -10.822579205158767 -9.887639517487345 6.54024727217211
C -13.112769205158767 -12.961878517487346 0.12244727217210993
C -13.188929205158766 -14.177299517487345 -0.5993527278278883
C -14.319863205158766 -14.503929517487345 -1.3737527278278883
C -15.397944605158767 -13.564634517487345 -1.390252727827889
C -14.190539205158768 -12.035279517487345 0.12824727217211063
C -15.338867205158767 -12.354571517487345 -0.6204527278278889
C -16.692939205158766 -13.584991517487346 -2.1425527278278906
C -16.617329205158768 -11.519969517487345 -0.9235527278278894
C -17.400009205158767 -12.442119517487345 -1.884752727827891
H -12.254869205158766 -12.791968517487346 0.705847272172111
H -12.389209205158767 -14.862729517487345 -0.5923527278278904
H -14.374678205158768 -15.393609517487345 -1.9280527278278896
H -14.116209205158768 -11.141229517487345 0.6885472721721086
H -17.011019205158767 -14.316209517487344 -2.8361527278278906
H -16.374239205158766 -10.595929517487345 -1.4179527278278883
H -17.185799205158766 -11.326759517487345 -0.042152727827890146
H -18.311979205158767 -12.191022517487346 -2.3469527278278903
Cl -5.562159205158768 -14.815559517487346 -4.05585272782789
C -5.972499205158767 -14.397969517487345 -6.349452727827892
C -7.228419205158767 -13.842326517487345 -6.393652727827892
H -7.840409205158767 -13.691583517487345 -5.5583527278278915
C -7.551709205158767 -13.405984517487346 -7.75495272782789
H -8.502999205158766 -12.926919517487345 -7.9177527278278905
C -6.665899205158766 -13.636786517487344 -8.81735272782789
Cl -7.989229205158767 -12.628150517487345 -10.46675272782789
C -5.483039205158766 -14.242139517487345 -8.69855272782789
Cl -4.816239205158768 -14.169979517487345 -10.76525272782789
C -5.098439205158767 -14.631749517487345 -7.419252727827891
H -4.168239205158766 -15.086969517487345 -7.24435272782789
Cl -2.290239205158766 -18.605629517487344 3.85864727217211
C -2.8877392051587663 -18.070629517487347 1.6394472721721094
C -4.087439205158766 -17.509919517487347 1.301247272172109
H -4.804439205158767 -17.275629517487346 2.0193472721721086
C -4.313439205158767 -17.219489517487347 -0.11085272782788991
H -5.2184392051587665 -16.785149517487344 -0.44475272782788977
C -3.3339392051587673 -17.682259517487346 -1.0055527278278902
Cl -4.772239205158767 -16.724969517487345 -3.0491527278278916
C -2.2535392051587664 -18.247089517487346 -0.6880527278278912
Cl -1.382839205158767 -18.595499517487347 -2.8071527278278907
C -1.9333392051587666 -18.453349517487347 0.7004472721721093
H -1.0344392051587672 -18.895359517487346 0.9691472721721084
Cl -0.6254392051587665 -16.199699517487346 11.082247272172108
C -1.934339205158766 -16.572109517487345 9.361147272172108
C -1.9660392051587667 -17.964639517487345 9.284747272172108
H -1.4472392051587661 -18.553359517487344 9.98384727217211
C -2.782239205158767 -18.552259517487343 8.18984727217211
H -2.845539205158767 -19.587139517487344 8.06444727217211
C -3.398839205158767 -17.641929517487345 7.4218472721721085
Cl -4.718239205158767 -18.714019517487344 4.7071472721721115
C -3.3521392051587675 -16.337769517487345 7.513947272172111
Cl -4.741539205158768 -16.413229517487345 5.750047272172111
C -2.620739205158767 -15.671229517487346 8.48844727217211
H -2.6032392051587667 -14.600369517487346 8.54154727217211
Cl -2.1197392051587673 -10.673079517487345 -4.8880527278278905
C -3.448839205158766 -10.118229517487345 -6.843052727827889
C -4.5492392051587665 -10.891599517487345 -6.896952727827891
H -4.632139205158767 -11.626499517487346 -6.164452727827889
C -5.588749205158766 -10.698029517487345 -7.935852727827889
H -6.482499205158767 -11.248119517487345 -8.06905272782789
C -5.241139205158767 -9.683469517487346 -8.75305272782789
Cl -5.566029205158767 -8.157769517487345 -10.72905272782789
C -4.156639205158767 -8.903339517487346 -8.76325272782789
Cl -3.4993392051587673 -7.162169517487345 -10.16155272782789
C -3.149239205158766 -9.087909517487345 -7.75035272782789
H -2.2932392051587662 -8.490679517487346 -7.63735272782789
Cl -1.948039205158766 -7.774099517487345 3.29154727217211
C -3.079439205158767 -8.403839517487345 1.3742472721721093
C -4.424139205158767 -8.520349517487345 1.6782472721721113
H -4.7469392051587675 -8.351349517487346 2.665547272172109
C -5.388239205158767 -8.760649517487344 0.6055472721721102
H -6.416949205158767 -8.797129517487345 0.7738472721721088
C -4.821139205158767 -8.902519517487345 -0.646952727827891
Cl -4.6966392051587675 -9.233499517487346 -3.0774527278278896
C -3.5515392051587664 -8.794219517487345 -0.8985527278278909
Cl -2.335539205158767 -8.980629517487344 -3.1971527278278913
C -2.5659392051587666 -8.535949517487346 0.09174727217211043
H -1.5319392051587677 -8.428109517487346 -0.18515272782789083
Cl -2.4608392051587664 -11.049569517487345 10.11634727217211
C -3.992239205158766 -10.150529517487346 8.76544727217211
C -5.291539205158767 -10.475609517487346 9.104947272172108
H -5.491349205158766 -11.068559517487346 9.966347272172111
C -6.324189205158767 -10.021899517487345 8.175147272172111
H -7.3897492051587665 -10.205259517487345 8.249947272172111
C -5.801219205158766 -9.220669517487345 7.21994727217211
Cl -6.000659205158767 -7.608699517487345 5.296947272172112
C -4.564539205158766 -8.818049517487346 6.879347272172112
Cl -3.594039205158767 -7.521599517487346 5.04934727217211
C -3.5519392051587673 -9.366979517487344 7.6977472721721085
H -2.5080392051587665 -9.195519517487345 7.5479472721721095
Cl 5.585160794841235 17.556540482512652 -4.1800527278278885
C 3.8562607948412317 -18.813369517487345 -6.466952727827891
C 2.6992607948412317 -18.053049517487345 -6.42345272782789
H 1.9045607948412329 -18.235909517487343 -5.764252727827891
C 2.737260794841232 -17.054239517487346 -7.43635272782789
H 2.0940607948412318 -16.287789517487344 -7.66115272782789
C 3.909160794841233 -17.205369517487345 -8.18225272782789
Cl 4.548060794841232 -15.773689517487345 -9.92095272782789
C 4.708960794841234 -18.182769517487344 -7.737052727827891
Cl 8.115060794841233 -19.218149517487344 -8.26385272782789
C 5.0373607948412324 -19.334369517487346 -6.9226527278278915
H 6.000460794841233 -19.373269517487344 -6.482052727827892
Cl 6.297660794841233 -17.310789517487343 2.9249472721721084
C 4.890760794841233 -17.460009517487343 1.065547272172111
C 3.6264607948412344 -17.813969517487344 1.4111472721721086
H 3.3788607948412324 -17.929679517487344 2.45164727217211
C 2.5693607948412325 -17.961829517487345 0.3846472721721099
H 1.5901607948412337 -18.235559517487346 0.5953472721721091
C 2.9310607948412315 -17.705269517487345 -0.8876527278278914
Cl 2.3051607948412336 -17.557959517487344 -3.19315272782789
C 4.1843607948412345 -17.369949517487346 -1.2374527278278897
Cl 4.484060794841232 -17.030429517487345 -3.4936527278278895
C 5.233160794841234 -17.280409517487346 -0.2787527278278894
H 6.204860794841233 -16.998049517487345 -0.5830527278278907
Cl 5.9569607948412315 -17.158899517487345 11.777047272172108
C 4.523860794841232 -17.271099517487343 9.79764727217211
C 3.1573607948412334 -17.317209517487345 9.957647272172107
H 2.6825607948412316 -17.333709517487346 10.891347272172109
C 2.3016607948412346 -17.262659517487347 8.786447272172111
H 1.2719607948412328 -17.325319517487344 8.887047272172111
C 2.8954607948412328 -17.211229517487347 7.555647272172109
Cl 3.223560794841232 -17.117179517487344 5.232647272172109
C 4.227560794841233 -17.213619517487345 7.420047272172109
Cl 5.5011607948412315 -17.121789517487343 5.023947272172109
C 5.1135607948412325 -17.258219517487344 8.53674727217211
H 6.142360794841233 -17.255859517487345 8.37384727217211
Cl 6.4188607948412315 -9.262439517487344 -5.901452727827891
C 4.7461607948412325 -9.453869517487345 -7.69145272782789
C 3.4098607948412347 -9.786769517487345 -7.48115272782789
H 3.141860794841234 -10.065109517487345 -6.49655272782789
C 2.4891607948412346 -9.932829517487345 -8.59315272782789
