e x y z
H 8.558160794841234 -8.803329517487345 23.42734727217211
C 10.234960794841234 -8.686569517487346 22.10804727217211
Cl 10.319060794841233 -8.820649517487345 19.81944727217211
C 11.511360794841233 -8.540329517487345 21.790047272172107
Cl 12.465760794841232 -8.461149517487346 19.355347272172107
C 12.348860794841235 -8.362619517487346 22.94294727217211
H 13.382560794841234 -8.170299517487345 22.787047272172114
Cl 12.336060794841233 -11.119289517487346 33.10314727217211
C 10.978260794841232 -10.214869517487346 31.58594727217211
C 9.634760794841233 -10.322659517487345 31.867347272172108
H 9.226760794841232 -10.760209517487345 32.735347272172106
C 8.777960794841233 -9.568729517487345 30.944847272172108
H 7.713460794841234 -9.513759517487346 31.02834727217211
C 9.443560794841234 -8.865949517487344 29.966247272172108
Cl 9.344360794841235 -7.353849517487345 28.127847272172108
C 10.747660794841233 -8.810119517487346 29.73664727217211
Cl 11.655760794841234 -7.598179517487345 27.92074727217211
C 11.639460794841233 -9.561649517487345 30.575547272172113
H 12.670360794841232 -9.547079517487346 30.481347272172112
Cl 20.752160794841238 17.778540482512653 18.656447272172112
C 18.410260794841236 -19.251749517487347 16.50894727217211
C 17.388860794841236 -18.256899517487344 16.20304727217211
H 16.454060794841233 -18.250909517487344 16.747647272172113
C 17.740760794841236 -17.266989517487346 15.213247272172108
H 17.073860794841238 -16.491999517487343 14.958447272172112
C 18.996260794841234 -17.334189517487346 14.68824727217211
Cl 20.15886079484123 -16.026209517487345 13.110847272172112
C 19.92576079484123 -18.206879517487344 14.946347272172108
Cl 22.114960794841238 -17.764109517487345 13.942147272172111
C 19.728960794841235 -19.265389517487346 15.81024727217211
H 20.560860794841233 -19.878769517487346 16.024247272172108
Cl 21.264760794841237 -17.294709517487345 25.59554727217211
C 19.906260794841238 -17.254659517487347 23.879747272172107
C 18.543960794841233 -17.430539517487347 24.196747272172107
H 18.269660794841236 -17.542949517487344 25.19044727217211
C 17.511360794841238 -17.462649517487346 23.225147272172112
H 16.49936079484123 -17.617899517487345 23.418647272172112
C 18.069860794841233 -17.270509517487344 21.95324727217211
Cl 17.522960794841232 -17.132719517487345 19.77364727217211
C 19.305760794841234 -17.079779517487346 21.649247272172108
Cl 19.616860794841237 -16.805959517487345 19.19684727217211
C 20.381260794841232 -17.075739517487346 22.608147272172108
H 21.391460794841237 -16.926999517487346 22.36954727217211
Cl 21.219560794841236 -17.482029517487344 34.094447272172104
C 19.831060794841235 -17.185409517487344 32.36024727217212
C 18.520960794841237 -17.052649517487346 32.78904727217211
H 18.268160794841236 -17.079339517487345 33.81304727217211
C 17.478960794841235 -17.006759517487346 31.75314727217211
H 16.43046079484123 -16.898319517487344 31.941847272172108
C 18.011360794841238 -17.038539517487344 30.519047272172113
Cl 17.618460794841234 -16.877629517487346 28.26984727217211
C 19.273560794841238 -17.116049517487344 30.110847272172112
Cl 20.171960794841233 -17.106889517487346 27.702747272172108
C 20.326060794841233 -17.271639517487344 31.021047272172108
H 21.356160794841237 -17.350859517487343 30.722847272172107
Cl 21.96686079484123 -9.348069517487346 16.574247272172112
C 20.301960794841236 -9.384689517487345 14.864147272172108
C 19.086660794841237 -9.826509517487345 15.26854727217211
H 18.876560794841232 -10.151749517487346 16.296447272172113
C 18.098460794841237 -9.805309517487345 14.206647272172109
H 17.066960794841236 -10.080549517487345 14.384447272172107
C 18.556560794841232 -9.358269517487345 12.992747272172107
Cl 18.116360794841235 -8.844549517487344 10.71714727217211
C 19.765760794841235 -8.946399517487345 12.646247272172108
Cl 20.373760794841232 -8.172339517487345 10.034747272172108
C 20.789360794841237 -8.922519517487345 13.623247272172112
H 21.833460794841237 -8.683699517487344 13.354547272172109
Cl 20.175460794841236 -9.937309517487346 25.94594727217211
C 19.139260794841235 -9.220499517487346 23.812747272172107
C 18.522360794841234 -8.027399517487346 23.76234727217211
H 18.477760794841238 -7.414119517487345 24.653247272172113
C 17.853960794841235 -7.5946595174873455 22.533647272172107
H 17.373260794841237 -6.659749517487345 22.406047272172113
C 18.080460794841237 -8.455079517487345 21.468947272172112
Cl 18.34636079484123 -9.500549517487345 19.289647272172108
C 18.703360794841238 -9.610679517487345 21.57284727217211
Cl 19.199660794841236 -11.462259517487345 19.76344727217211
C 19.279860794841234 -10.133819517487346 22.782147272172107
H 19.844460794841233 -11.077279517487344 22.817647272172113
Cl 18.752260794841234 -7.507419517487345 31.527247272172108
C 17.612260794841234 -8.680789517487344 29.950147272172114
C 16.244060794841232 -8.479599517487344 29.943047272172112
H 15.804360794841232 -7.778269517487345 30.623547272172107
C 15.499360794841232 -9.272229517487345 28.976047272172114
H 14.455360794841232 -9.168419517487346 28.82524727217211
C 16.208660794841236 -10.116359517487345 28.14914727217211
Cl 16.572260794841235 -11.722379517487346 26.49994727217211
C 17.512360794841236 -10.283589517487345 28.16604727217211
Cl 18.90756079484124 -11.852479517487346 26.19444727217211
C 18.283160794841237 -9.561919517487345 29.09514727217211
H 19.336760794841233 -9.723369517487345 29.136347272172113
C 16.837260794841235 -12.984811517487346 22.91904727217211
C 16.784460794841237 -14.186489517487345 22.16984727217211
C 15.682760794841235 -14.442149517487346 21.32764727217211
C 14.643460794841234 -13.461001517487345 21.281947272172108
C 15.828660794841232 -11.976669517487345 22.80324727217211
C 14.732460794841232 -12.209761517487346 21.985647272172113
C 13.319960794841235 -13.470784517487346 20.61254727217211
C 13.483560794841233 -11.346029517487345 21.68934727217211
C 12.649860794841233 -12.307162517487345 20.82134727217211
H 17.658260794841233 -12.818574517487345 23.556347272172108
H 17.583560794841233 -14.876039517487346 22.20664727217211
H 15.627960794841234 -15.343409517487345 20.769547272172108
H 15.916760794841233 -11.103189517487346 23.378447272172107
H 12.956060794841234 -14.248469517487345 19.98854727217211
H 13.736060794841235 -10.464729517487346 21.133147272172113
H 12.958360794841232 -11.077339517487346 22.58214727217211
H 11.733860794841233 -12.062979517487346 20.372047272172107
Cl -19.615399205158766 -1.9272595174873448 18.00354727217211
C -21.054769205158767 -1.1684595174873458 16.210447272172107
C -22.313309205158767 -0.6764595174873449 16.44014727217211
H 22.57666079484123 -0.6272595174873459 17.47764727217211
C 22.207160794841236 -0.25145951748734596 15.256247272172107
H 21.199060794841238 0.08374048251265442 15.373447272172111
C 22.743260794841234 -0.3266595174873448 13.99754727217211
Cl -21.980739205158766 -0.2591595174873458 11.527147272172112
C -21.309809205158768 -0.7854595174873449 13.747047272172107
Cl -19.656069205158765 -1.2275595174873448 11.885347272172108
C -20.595099205158768 -1.222459517487346 14.92694727217211
H -19.617249205158767 -1.6579595174873454 14.833047272172113
Cl -17.408979205158765 -5.693629517487345 26.652247272172108
C -17.630639205158765 -4.996459517487345 24.498747272172107
C -18.95908920515877 -4.631719517487346 24.36294727217211
H -19.650419205158766 -4.6339595174873445 25.141747272172108
C -19.41592920515877 -4.2051595174873455 23.05724727217211
H -20.404859205158765 -3.855159517487346 22.85154727217211
C -18.514219205158767 -4.266829517487345 22.021447272172107
Cl -18.865489205158767 -3.5100595174873455 19.351947272172108
C -17.272849205158767 -4.621949517487344 22.19554727217211
Cl -16.781989205158766 -4.374429517487345 20.09904727217211
C -16.727519205158767 -4.998419517487346 23.46154727217211
H -15.756084205158768 -5.302609517487345 23.55384727217211
Cl -15.661092205158766 -3.117259517487346 33.78814727217211
C -16.949349205158768 -3.705409517487345 32.046947272172105
C -16.918769205158767 -5.056419517487345 31.69424727217211
H -16.331259205158766 -5.715419517487345 32.273747272172116
C -17.716719205158768 -5.455819517487345 30.560147272172113
H -17.719199205158766 -6.4357095174873455 30.23424727217211
C -18.472719205158768 -4.505889517487345 29.900447272172112
Cl -19.717859205158767 -5.507159517487345 27.82014727217211
C -18.501099205158766 -3.188419517487345 30.262647272172114
Cl -19.964089205158768 -3.149659517487345 28.454447272172107
C -17.747249205158766 -2.735159517487345 31.385247272172112
H -17.684199205158766 -1.760259517487345 31.80044727217211
Cl -17.036419205158765 2.8138404825126546 18.087747272172113
C -18.489479205158766 3.1722404825126542 16.220447272172112
C -19.590599205158767 2.3691404825126554 16.30324727217211
H -19.756589205158768 1.704340482512654 17.14674727217211
C -20.558019205158768 2.470340482512654 15.216647272172107
H -21.422629205158767 1.880440482512654 15.236547272172107
C -20.296609205158767 3.3836404825126554 14.220447272172112
Cl -20.524669205158766 4.7677404825126555 12.221047272172111
C -19.171029205158767 4.132840482512654 14.235047272172107
Cl -18.427209205158768 5.712340482512653 12.640247272172108
C -18.146659205158766 4.053340482512654 15.221147272172107
H -17.25732920515877 4.697940482512655 15.199447272172112
Cl -16.996139205158766 5.192240482512654 26.017747272172112
C -18.287289205158768 4.870040482512655 24.170347272172112
C -19.632749205158767 4.707140482512655 24.518047272172108
H -20.013229205158765 4.783740482512654 25.53694727217211
C -20.546479205158768 4.4552404825126555 23.42414727217211
H -21.581759205158768 4.358640482512653 23.547947272172113
C -19.958249205158765 4.475140482512655 22.19464727217211
Cl -20.040339205158766 4.427840482512655 19.801347272172112
C -18.684339205158768 4.647640482512655 21.81994727217211
Cl -17.813769205158767 4.487840482512654 19.51194727217211
C -17.758419205158766 4.861440482512654 22.88884727217211
H -16.72636920515877 5.011140482512653 22.72974727217211
Cl -17.847919205158767 2.019440482512655 33.275947272172104
C -19.148389205158768 2.944040482512653 31.702947272172107
C -20.501339205158768 2.738940482512655 31.99224727217211
H -20.842039205158766 2.203240482512655 32.87494727217211
C -21.416649205158766 3.345240482512656 31.062547272172107
H -22.469299205158766 3.2549404825126533 31.15034727217211
C -20.77364920515877 4.118140482512656 30.13904727217211
Cl -21.014029205158767 5.639540482512656 28.25074727217211
C -19.516729205158768 4.345840482512655 29.780147272172112
Cl -18.594709205158768 5.657640482512656 27.784947272172108
C -18.621569205158767 3.655140482512655 30.619247272172107
H -17.58549920515877 3.7319404825126536 30.47614727217211
Cl -9.362999205158767 -8.540919517487346 18.393647272172107
C -11.625739205158766 -5.790049517487345 16.140647272172107
C -12.658379205158766 -4.9167295174873455 16.183447272172113
H -13.459849205158767 -5.0048295174873445 16.85694727217211
C -12.577499205158766 -3.850439517487345 15.176247272172109
H -13.279429205158767 -3.0778595174873455 15.042547272172111
C -11.402319205158767 -3.9930695174873456 14.478047272172109
Cl -10.864229205158768 -2.298759517487346 13.000047272172107
C -10.667549205158767 -5.095849517487345 14.862447272172108
Cl -6.844419205158767 -5.766249517487346 14.29914727217211
C -10.432539205158767 -6.279579517487345 15.598547272172109
H -9.521189205158766 -6.794469517487345 15.823247272172107
Cl -8.527859205158766 -4.419799517487345 25.64904727217211
C -10.133949205158768 -4.344219517487346 23.84834727217211
C -11.417909205158766 -4.6167395174873445 24.23854727217211
H -11.620299205158767 -4.8199095174873445 25.28434727217211
C -12.510919205158768 -4.598559517487345 23.26364727217211
H -13.550309205158767 -4.786929517487346 23.516747272172108
C -12.108829205158766 -4.317279517487345 22.00544727217211
Cl -12.757439205158766 -4.038509517487345 19.621147272172113
C -10.857819205158766 -4.039419517487346 21.551847272172107
Cl -10.453289205158768 -3.5396895174873446 19.38514727217211
C -9.819529205158766 -4.042049517487346 22.515247272172108
H -8.792109205158766 -3.823769517487346 22.234347272172112
Cl -9.099359205158766 -4.470769517487346 -34.12225272782789
C -10.569409205158767 -4.278949517487344 32.21994727217211
C -11.855979205158768 -4.185839517487345 32.65774727217212
H -12.160829205158766 -4.177049517487346 33.69304727217211
C -12.781379205158768 -4.123289517487345 31.54804727217211
H -13.844799205158766 -4.026749517487346 31.62234727217211
C -12.110499205158767 -4.131569517487346 30.328547272172113
Cl -12.591289205158766 -3.9683195174873447 28.264347272172113
C -10.826279205158766 -4.229769517487345 29.90014727217211
Cl -10.105169205158766 -4.325299517487345 27.464947272172108
C -9.930269205158766 -4.330559517487345 30.970747272172108
H -8.872269205158766 -4.484029517487345 30.822547272172113
Cl -8.497239205158767 3.695240482512654 16.67224727217211
C -10.163069205158767 3.9124404825126557 15.18334727217211
C -11.500689205158768 3.7601404825126554 15.51874727217211
H -11.843789205158767 3.584940482512655 16.553947272172113
C -12.419919205158767 3.882340482512655 14.422947272172113
H -13.448129205158766 3.7418404825126554 14.54934727217211
C -11.824649205158767 4.151540482512656 13.214447272172112
Cl -12.135209205158766 4.596440482512653 10.847247272172108
C -10.564679205158768 4.312240482512655 12.776147272172107
Cl -9.800319205158766 4.915340482512656 10.321647272172111
C -9.688249205158767 4.1481404825126535 13.897547272172108
H -8.603919205158768 4.285640482512656 13.725647272172107
Cl -9.905999205158768 3.2041404825126545 25.99924727217211
C -10.818049205158767 3.9241404825126533 24.01064727217211
C -11.290809205158766 5.206440482512656 23.84474727217211
H -11.217139205158766 6.005140482512656 24.570047272172108
C -11.697219205158767 5.544440482512654 22.50654727217211
H -12.020789205158767 6.503540482512653 22.24394727217211
C -11.492719205158767 4.514440482512656 21.588647272172107
Cl -11.693199205158766 3.9420404825126543 19.355147272172108
C -11.023129205158767 3.2661404825126557 21.816347272172113
Cl -10.827669205158767 1.7499404825126543 19.93844727217211
C -10.687339205158768 2.874240482512656 23.080947272172107
H -10.354269205158767 1.8290404825126547 23.33914727217211
Cl -11.434159205158767 5.506040482512654 31.654347272172107
C -12.673659205158767 4.570040482512654 29.935547272172112
C -13.981699205158767 4.963640482512654 29.86654727217211
H -14.395048205158767 5.652940482512653 30.548847272172107
C -14.709154205158766 4.311540482512656 28.801647272172108
H -15.731851205158767 4.473240482512656 28.636147272172114
C -14.024369205158767 3.3881404825126555 28.028047272172113
Cl -13.585699205158766 1.7421404825126547 26.347647272172107
C -12.754039205158767 3.0901404825126537 28.14094727217211
Cl -11.134369205158766 1.317940482512654 26.59964727217211
C -11.956279205158767 3.6726404825126533 29.13694727217211
H -10.956159205158766 3.3806404825126553 29.296647272172113
C -13.158289205158766 -0.20925951748734484 22.949247272172112
C -13.246509205158766 -1.4036595174873447 22.20084727217211
C -14.403600205158767 -1.6551595174873448 21.417847272172107
C -15.392533105158767 -0.6295595174873458 21.33294727217211
C -14.147229205158768 0.8137404825126549 22.825747272172112
C -15.273807105158767 0.609840482512654 22.04124727217211
C -16.681919205158767 -0.6149595174873461 20.587947272172112
C -16.537239205158766 1.476440482512654 21.736147272172108
C -17.368749205158768 0.5262404825126552 20.85624727217211
H -12.340059205158767 -0.07635951748734549 23.589447272172112
H -12.476659205158768 -2.1159595174873456 22.205947272172107
H -14.577737205158767 -2.5721595174873446 20.936447272172114
H -14.040359205158767 1.7106404825126553 23.38094727217211
H -17.046949205158768 -1.3991595174873446 19.958047272172113
H -16.279138205158766 2.341840482512655 21.173347272172112
H -17.070999205158767 1.7558404825126548 22.62794727217211
H -18.320939205158766 0.7583404825126543 20.47084727217211
Cl -4.9230392051587675 -2.302159517487345 18.628047272172108
C -5.9862892051587675 -1.403159517487346 16.43354727217211
C -7.241329205158767 -0.9426595174873444 16.73874727217211
H -7.773849205158767 -0.9344595174873458 17.66104727217211
C -7.8272492051587665 -0.4411595174873444 15.49884727217211
H -8.818069205158768 -0.034859517487344505 15.55104727217211
C -7.125959205158766 -0.4560595174873452 14.359447272172108
Cl -6.930539205158766 0.07274048251265519 11.925147272172108
C -5.925339205158767 -0.8895595174873456 14.044347272172107
Cl -4.820439205158767 -0.7760595174873455 11.490447272172108
C -5.320809205158767 -1.4303595174873447 15.227947272172113
H -4.3960392051587664 -1.8368595174873459 15.086947272172107
Cl -2.834439205158766 -5.484849517487345 26.371147272172113
C -3.4715392051587664 -4.8927995174873455 24.40784727217211
C -4.759039205158766 -4.536729517487345 24.101247272172113
H -5.512429205158767 -4.469319517487346 24.85564727217211
C -4.954239205158768 -4.149559517487345 22.698247272172107
H -5.836739205158766 -3.746769517487346 22.314047272172107
C -3.8689392051587674 -4.281179517487345 21.90354727217211
Cl -3.509739205158766 -3.7211395174873445 19.41154727217211
C -2.6445392051587664 -4.664509517487346 22.16664727217211
Cl -1.476239205158766 -4.659919517487346 20.27534727217211
C -2.3804392051587673 -5.013829517487345 23.496147272172113
H -1.4121392051587662 -5.315089517487345 23.88384727217211
Cl -0.9669392051587664 -2.981259517487345 34.08344727217211
C -1.9835392051587668 -3.8744095174873454 32.41174727217211
C -2.0495392051587675 -5.1956595174873454 32.07404727217211
H -1.5609392051587676 -5.940669517487345 32.65704727217211
C -2.846939205158767 -5.605589517487346 30.937947272172114
H -2.914139205158767 -6.584309517487346 30.611947272172113
C -3.4508392051587666 -4.554079517487345 30.265247272172108
Cl -5.128239205158767 -5.549639517487345 27.44364727217211
C -3.402339205158766 -3.2581395174873453 30.55834727217211
Cl -4.743439205158767 -3.345069517487346 28.72934727217211
C -2.6139392051587667 -2.8687595174873444 31.728647272172108
H -2.5549392051587674 -1.8454595174873454 32.07794727217211
Cl -1.8117392051587675 2.7331404825126544 17.757247272172112
C -3.3137392051587664 3.019940482512654 16.043847272172112
C -4.507839205158767 2.352240482512654 16.030147272172112
H -4.697939205158766 1.661640482512654 16.82294727217211
C -5.4928392051587664 2.587740482512654 14.969047272172109
H -6.3685892051587665 2.0314404825126555 14.867547272172107
C -5.098139205158766 3.5365404825126543 14.047247272172111
Cl -5.535659205158767 4.692040482512654 12.16684727217211
C -3.945439205158767 4.224140482512654 14.070147272172111
Cl -3.6170392051587665 5.854540482512656 12.364247272172111
C -2.957939205158766 3.9849404825126538 15.08914727217211
H -2.0744392051587663 4.541540482512653 15.153647272172112
Cl -1.9626392051587676 5.017540482512656 26.202747272172108
C -3.4501392051587665 4.615540482512655 24.50314727217211
C -4.798939205158767 4.425440482512654 24.68244727217211
H -5.1780392051587665 4.451140482512654 25.653247272172113
C -5.633149205158766 4.215040482512654 23.538147272172107
H -6.684819205158767 4.189740482512656 23.59604727217211
C -4.9303392051587664 4.298040482512656 22.329247272172108
Cl -4.807739205158766 4.320640482512653 19.970047272172113
C -3.6653392051587677 4.536640482512654 22.088247272172108
Cl -2.565739205158767 4.388940482512654 19.32734727217211
C -2.8227392051587668 4.667940482512654 23.25204727217211
H -1.773839205158767 4.8546404825126555 23.10524727217211
Cl -2.5630392051587663 2.038440482512655 33.286547272172115
C -4.111439205158767 2.699440482512655 31.94144727217211
C -5.411819205158768 2.3535404825126545 32.241647272172116
H -5.689679205158766 1.8250404825126552 33.11194727217212
C -6.421109205158768 2.8631404825126534 31.31774727217211
H -7.454049205158767 2.7105404825126556 31.43464727217211
C -5.910519205158767 3.6268404825126535 30.30664727217211
Cl -6.0466792051587674 5.039240482512655 28.296847272172112
C -4.676739205158766 3.965440482512653 29.994247272172107
Cl -3.7650392051587662 5.311740482512656 27.914447272172108
C -3.6621392051587662 3.4685404825126565 30.843547272172113
H -2.6338392051587665 3.7113404825126555 30.68204727217211
Cl 5.445560794841233 -9.518239517487345 18.827947272172107
C 3.0926607948412315 -5.636389517487345 15.980747272172113
C 2.2071607948412346 -4.6054495174873455 16.083947272172107
H 1.3856607948412343 -4.588609517487345 16.757947272172107
C 2.5029607948412345 -3.466999517487345 15.228147272172112
H 1.9945607948412327 -2.5062595174873454 15.173747272172111
C 3.6043607948412326 -3.834539517487345 14.489047272172112
Cl 4.806160794841235 -2.415659517487345 12.94424727217211
C 4.086960794841234 -5.038239517487344 14.797147272172108
Cl 7.995360794841234 -5.1266595174873455 14.04034727217211
C 4.178960794841233 -6.336359517487345 15.38604727217211
H 4.922060794841235 -6.980299517487345 15.915647272172112
Cl 6.490560794841235 -4.119509517487344 25.50714727217211
C 5.053160794841235 -4.105189517487345 23.63004727217211
C 3.7301607948412343 -4.280209517487345 23.97954727217211
H 3.4584607948412316 -4.381229517487345 24.98724727217211
C 2.7118607948412343 -4.343359517487345 22.91574727217211
H 1.7269607948412347 -4.4628095174873454 23.227147272172108
C 3.0704607948412335 -4.1684195174873455 21.61184727217211
Cl 2.5337607948412337 -3.971029517487345 19.33704727217211
C 4.364860794841233 -3.974269517487345 21.35094727217211
Cl 4.681560794841234 -3.6169395174873458 18.943347272172108
C 5.384760794841233 -3.953629517487345 22.28784727217211
H 6.432360794841232 -3.8266695174873444 22.01574727217211
Cl 5.836460794841232 -4.607529517487345 -34.016552727827886
C 4.711660794841235 -4.163449517487345 32.287147272172106
C 3.389660794841232 -4.003319517487345 32.61944727217211
H 3.082860794841233 -4.097349517487345 33.667147272172116
C 2.5257607948412346 -3.6786295174873445 31.487147272172113
H 1.4831607948412344 -3.541629517487346 31.437047272172112
C 3.298860794841234 -3.8043495174873456 30.385547272172108
Cl 3.0128607948412327 -3.752539517487346 28.03074727217211
C 4.559460794841234 -4.0385395174873455 29.941847272172108
Cl 5.183060794841234 -4.1246695174873445 27.399647272172107
C 5.396860794841233 -4.206949517487345 31.03734727217211
H 6.436660794841233 -4.366779517487345 30.863847272172112
Cl 6.412460794841232 3.838040482512655 16.77794727217211
C 4.933060794841234 3.6832404825126535 14.89074727217211
C 3.721160794841234 3.081540482512656 15.015147272172111
H 3.434560794841234 2.7533404825126553 16.01534727217211
C 2.8041607948412324 2.8684404825126553 13.87404727217211
H 1.881160794841234 2.3671404825126547 13.937247272172112
C 3.186960794841232 3.484440482512655 12.69424727217211
Cl 3.154160794841234 4.256540482512653 10.55534727217211
C 4.366560794841233 4.042640482512654 12.629547272172108
Cl 5.423160794841232 5.054840482512654 10.081847272172109
C 5.329060794841235 4.171140482512653 13.61594727217211
H 6.188760794841235 4.693640482512654 13.345647272172112
Cl 4.998660794841234 3.1728404825126564 25.739947272172113
C 4.372660794841233 3.9988404825126533 23.63064727217211
C 3.953260794841233 5.276740482512656 23.425547272172107
H 3.8151607948412316 5.943640482512654 24.265447272172107
C 3.664360794841235 5.723440482512656 22.07394727217211
H 3.506160794841234 6.755440482512656 21.81374727217211
C 3.7938607948412315 4.692040482512654 21.18094727217211
Cl 3.7704607948412328 3.7482404825126547 19.131247272172107
C 4.210660794841234 3.419240482512654 21.379047272172112
Cl 4.4210607948412335 1.758840482512655 19.525047272172113
C 4.606460794841235 2.992040482512655 22.68634727217211
H 4.943560794841234 1.9911404825126553 22.91904727217211
Cl 3.6367607948412317 5.524740482512653 31.70474727217211
C 2.5388607948412325 4.176640482512655 29.96034727217211
C 1.1645607948412344 4.176040482512656 30.13664727217211
H 0.6257607948412325 4.676140482512656 30.92194727217211
C 0.46296079484123354 3.407740482512656 29.139747272172112
H -0.5891392051587676 3.4014404825126565 29.11504727217211
C 1.2227607948412338 2.6766404825126546 28.21584727217211
Cl 1.4800607948412345 1.113940482512655 26.496847272172108
C 2.4769607948412347 2.715040482512654 28.146647272172107
Cl 3.9813607948412315 1.1221404825126555 26.21454727217211
C 3.295860794841234 3.522140482512656 29.004347272172108
H 4.365660794841235 3.5661404825126564 28.980547272172107
C 1.6728607948412328 0.015740482512654808 23.069347272172113
C 1.5570607948412327 -1.2216595174873461 22.385247272172112
C 0.4644607948412336 -1.4826595174873454 21.537947272172108
C -0.5270392051587667 -0.4745595174873447 21.39244727217211
C 0.7068607948412318 1.0524404825126545 22.88754727217211
C -0.3955392051587676 0.8021404825126552 22.056347272172108
C -1.7702392051587665 -0.43905951748734573 20.576047272172108
C -1.576839205158766 1.7070404825126548 21.595047272172113
C -2.3983392051587664 0.7672404825126549 20.698447272172107
H 2.479160794841233 0.19484048251265484 23.723947272172108
H 2.306460794841234 -1.9580595174873459 22.499347272172113
H 0.3364607948412335 -2.402059517487345 21.04654727217211
H 0.795160794841232 1.979540482512654 23.41174727217211
H -2.1304392051587673 -1.2225595174873458 19.96804727217211
H -1.2084392051587667 2.5266404825126543 21.01744727217211
H -2.1566392051587666 2.0792404825126543 22.44314727217211
H -3.2878392051587664 1.024440482512654 20.20884727217211
Cl 10.447760794841232 -2.1601595174873456 18.262247272172107
C 9.252060794841233 -1.225959517487345 16.377347272172113
C 8.002560794841232 -0.6870595174873451 16.56754727217211
H 7.5926607948412315 -0.7006595174873453 17.54464727217211
C 7.234760794841234 -0.10015951748734508 15.481047272172109
H 6.274760794841233 0.3786404825126546 15.600547272172111
C 7.901960794841232 -0.17115951748734481 14.289847272172107
Cl 8.212860794841232 0.21194048251265407 12.070047272172108
C 9.074260794841232 -0.7009595174873446 14.20794727217211
Cl 10.135260794841232 -0.6905595174873458 11.76274727217211
C 9.918360794841233 -1.3020595174873453 15.15574727217211
H 10.876160794841232 -1.7569595174873456 14.990247272172109
Cl 12.583160794841232 -5.6714695174873455 26.54294727217211
C 11.632260794841232 -5.022469517487345 24.484647272172108
C 10.336660794841235 -4.685059517487344 24.36784727217211
H 9.690760794841234 -4.678669517487345 25.17734727217211
C 9.995960794841233 -4.197629517487345 23.027247272172108
H 9.033560794841234 -3.828479517487345 22.752547272172112
C 11.047960794841233 -4.223469517487345 22.160147272172107
Cl 11.404860794841232 -3.577869517487345 19.829447272172107
C 12.320160794841234 -4.5827195174873445 22.20754727217211
Cl 14.129260794841231 -4.678779517487346 20.95364727217211
C 12.670960794841234 -5.050539517487346 23.528247272172113
H 13.697760794841232 -5.3275095174873455 23.732647272172112
Cl 14.267860794841232 -2.7009595174873446 33.520847272172105
C 13.475860794841234 -3.830339517487346 31.97894727217211
C 13.563960794841234 -5.180669517487345 31.70134727217211
H 14.167460794841235 -5.793569517487345 32.33824727217211
C 12.824560794841235 -5.776719517487345 30.583247272172112
H 12.876660794841234 -6.781749517487345 30.30834727217211
C 12.043160794841233 -4.880329517487345 29.909047272172113
Cl 10.519460794841232 -5.352829517487345 27.85824727217211
C 11.979160794841233 -3.5746295174873453 30.191547272172112
Cl 10.551360794841232 -3.1789795174873454 28.60884727217211
C 12.642160794841233 -2.9280595174873447 31.23214727217211
H 12.482160794841233 -1.894359517487345 31.400047272172113
Cl 13.150460794841232 2.6755404825126554 17.79784727217211
C 11.480960794841232 3.0940404825126553 16.07864727217211
C 10.286060794841232 2.4343404825126544 16.16214727217211
H 10.112460794841232 1.7723404825126554 16.998947272172114
C 9.299360794841233 2.7121404825126554 15.124647272172108
H 8.313960794841234 2.2865404825126543 15.097647272172107
C 9.801960794841234 3.5848404825126554 14.196047272172112
Cl 9.505360794841232 4.880340482512656 12.22894727217211
C 10.987960794841234 4.194640482512655 14.088847272172114
Cl 11.609460794841235 5.734140482512656 12.309447272172111
C 11.953560794841232 3.939740482512656 15.122247272172107
H 12.918160794841233 4.4247404825126555 15.128847272172113
Cl 13.048360794841232 5.322140482512653 26.024247272172108
C 11.608360794841234 4.882740482512654 24.237847272172107
C 10.253760794841233 4.777440482512654 24.536847272172107
H 9.930860794841232 4.857440482512656 25.557347272172112
C 9.307760794841235 4.447340482512656 23.48774727217211
H 8.262360794841234 4.283340482512655 23.531047272172113
C 10.039060794841232 4.386840482512655 22.30554727217211
Cl 10.162160794841233 4.133040482512653 19.806047272172112
C 11.252960794841234 4.490340482512655 21.987347272172112
Cl 12.338660794841234 4.277440482512654 19.330247272172112
C 12.215860794841232 4.731040482512656 23.02024727217211
H 13.245860794841233 4.845440482512656 22.86204727217211
Cl 12.484660794841234 1.9313404825126543 33.11684727217211
C 11.188960794841234 2.979740482512655 31.58384727217211
C 9.898460794841233 2.684140482512655 31.931947272172113
H 9.701860794841233 2.000440482512655 32.72314727217211
C 8.828260794841233 3.347240482512655 31.16904727217211
H 7.794460794841234 3.261840482512655 31.32914727217211
C 9.371260794841232 4.127140482512656 30.192047272172108
Cl 9.044660794841233 5.6553404825126545 28.36954727217211
C 10.601960794841235 4.448740482512656 29.75744727217211
Cl 11.565360794841235 5.628440482512653 27.80664727217211
C 11.608160794841234 3.8009404825126563 30.55234727217211
H 12.633960794841235 3.9435404825126543 30.33164727217211
Cl 20.789760794841236 -9.880259517487346 18.61784727217211
C 18.449160794841234 -5.209299517487345 16.221747272172113
C 17.370460794841236 -4.4719095174873456 15.73984727217211
H 16.396460794841232 -4.557989517487345 16.051347272172112
C 17.773860794841234 -3.4883795174873455 14.791547272172107
H 17.180760794841234 -2.827659517487346 14.21824727217211
